EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,EducationLevel,EducationField,BusinessTravel,DistanceFromHome,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrentManager,TrainingTimesLastYear,StockOptionLevel,OverTime,Salary,MonthlyIncome,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition
1295,32,Male,Married,HR,Recruiter,Master's,Human Resources,Travel_Frequently,5,2,7,0,0.0,0,1.0,1,No,66674.0,5556.0,2.0,2.0,3,1,1,3,No
1296,22,Female,Single,IT Support,Support Specialist,Bachelor's,Other,Non-Travel,1,0,4,2,0.0,0,0.0,0,Yes,60800.0,5066.0,2.0,2.0,1,3,2,3,No
1297,33,Female,Married,Legal,Compliance Officer,Bachelor's,Human Resources,Travel_Rarely,2,4,7,7,0.0,1,6.0,3,Yes,71007.0,5917.0,4.0,4.0,4,2,2,3,No
1298,29,Male,Single,IT Support,Systems Analyst,Master's,Medical,Travel_Frequently,18,1,1,1,0.0,1,4.0,1,No,67800.0,5650.0,4.0,4.0,3,4,2,3,No
1299,32,Male,Married,Operations,Logistics Coordinator,Master's,Other,Travel_Rarely,2,2,5,2,2.0,2,0.0,0,No,70961.0,5913.0,1.0,2.0,4,1,4,3,Yes
1300,30,Female,Married,Finance,Finance Manager,Bachelor's,Technical Degree,Non-Travel,9,0,2,1,1.0,1,5.0,1,No,60723.0,5060.0,2.0,4.0,4,1,1,3,Yes
1301,50,Male,Divorced,Operations,Logistics Coordinator,High School,Technical Degree,Non-Travel,8,1,5,0,0.0,0,0.0,1,No,39495.0,3291.0,3.0,2.0,1,1,1,4,Yes
1302,44,Male,Divorced,HR,Training Specialist,Bachelor's,Life Sciences,Travel_Rarely,9,2,13,10,0.0,1,6.0,3,No,72028.0,6002.0,2.0,2.0,2,2,1,3,No
1303,46,Male,Married,HR,HR Executive,Master's,Medical,Non-Travel,1,2,1,0,0.0,0,3.0,1,No,52917.0,4409.0,4.0,4.0,4,1,4,3,No
1304,22,Male,Single,Sales,Sales Manager,Master's,Marketing,Non-Travel,1,1,4,6,0.0,2,0.0,1,Yes,61270.0,5105.0,3.0,1.0,2,1,3,3,Yes
1305,34,Female,Divorced,Finance,Accountant,PhD,Other,Non-Travel,5,4,4,3,3.0,3,0.0,0,No,95799.0,7983.0,3.0,3.0,3,4,1,4,No
1306,22,Male,Married,Finance,Finance Manager,Bachelor's,Human Resources,Travel_Rarely,2,0,4,0,0.0,0,4.0,1,No,78681.0,6556.0,1.0,1.0,4,3,4,3,No
1307,33,Female,Married,HR,Training Specialist,Bachelor's,Other,Non-Travel,1,5,9,7,1.0,2,0.0,1,No,63374.0,5281.0,2.0,3.0,2,1,1,2,Yes
1308,48,Male,Single,IT Support,Support Specialist,High School,Marketing,Non-Travel,4,0,2,0,0.0,0,0.0,0,No,48811.0,4067.0,3.0,3.0,1,3,3,3,Yes
1309,26,Female,Married,IT Support,IT Technician,Master's,Medical,Travel_Frequently,4,0,8,9,6.0,1,6.0,1,No,79609.0,,4.0,4.0,1,2,4,3,No
1310,34,Female,Married,IT Support,IT Technician,Master's,Marketing,Non-Travel,8,1,4,2,1.0,1,3.0,1,No,76457.0,6371.0,3.0,3.0,1,2,3,4,No
1311,53,Female,Married,IT Support,Systems Analyst,Bachelor's,Marketing,Non-Travel,1,0,4,0,0.0,0,4.0,0,No,61079.0,5089.0,1.0,4.0,2,3,4,4,Yes
1312,31,Male,Married,Sales,Sales Manager,PhD,Technical Degree,Travel_Frequently,12,1,3,1,1.0,0,6.0,0,Yes,67069.0,5589.0,2.0,2.0,3,4,3,4,No
1313,41,Female,Married,HR,HR Manager,Master's,Technical Degree,Travel_Rarely,47,1,1,0,0.0,0,4.0,2,Yes,58050.0,4837.0,1.0,3.0,1,1,3,3,Yes
1314,33,Female,Single,Sales,Account Manager,Master's,Medical,Non-Travel,3,1,2,0,0.0,0,4.0,1,Yes,63269.0,5272.0,3.0,4.0,1,3,2,3,Yes
1315,37,Female,Married,Operations,Supply Chain Executive,Bachelor's,Other,Non-Travel,15,3,8,3,0.0,3,0.0,0,No,57411.0,4784.0,3.0,,4,1,2,2,Yes
1316,25,Female,Married,IT Support,Support Specialist,Bachelor's,Human Resources,Travel_Rarely,7,1,4,0,,0,3.0,0,No,68965.0,5747.0,2.0,1.0,4,2,1,4,Yes
1317,26,Male,Divorced,Legal,Contracts Manager,Bachelor's,Medical,Travel_Rarely,11,0,8,2,2.0,0,3.0,0,Yes,91116.0,7593.0,3.0,4.0,2,3,3,3,No
1318,38,Male,Married,HR,Recruiter,Master's,Human Resources,Travel_Rarely,1,1,8,1,1.0,0,4.0,0,No,66945.0,5578.0,1.0,3.0,1,3,4,3,Yes
1319,22,Female,Married,Legal,Contracts Manager,Associate,Medical,Travel_Rarely,1,3,4,14,2.0,1,2.0,1,No,68436.0,5703.0,3.0,2.0,2,1,4,3,No
1320,38,Male,Married,HR,Recruiter,PhD,Life Sciences,Travel_Rarely,25,0,7,3,3.0,0,4.0,3,Yes,87892.0,7324.0,,3.0,4,1,1,3,No
1321,39,Female,Married,Sales,Sales Manager,Master's,Technical Degree,Travel_Rarely,6,2,9,2,1.0,1,5.0,3,No,76243.0,6353.0,2.0,2.0,3,3,3,4,Yes
1322,35,Female,Married,Engineering,Software Engineer,Master's,Human Resources,Travel_Frequently,18,9,4,2,1.0,2,0.0,0,No,97243.0,8103.0,,3.0,1,1,3,3,No
1323,46,Female,Married,IT Support,Network Engineer,Master's,Technical Degree,Non-Travel,1,0,9,6,3.0,1,3.0,0,No,92883.0,7740.0,2.0,4.0,2,2,4,4,No
1324,32,Male,Single,HR,HR Manager,High School,Other,Travel_Frequently,5,1,4,4,4.0,0,5.0,1,No,47099.0,3924.0,4.0,2.0,1,2,4,4,No
1325,41,Female,Married,HR,Training Specialist,Bachelor's,Human Resources,Non-Travel,6,2,7,0,0.0,0,2.0,0,No,62695.0,5224.0,4.0,1.0,4,2,3,3,Yes
1326,37,Male,Single,Legal,Legal Executive,Associate,Technical Degree,Travel_Rarely,28,0,7,4,3.0,0,5.0,0,No,67600.0,5633.0,3.0,4.0,1,1,2,3,No
1327,31,Male,Married,Finance,Financial Analyst,PhD,Human Resources,Travel_Rarely,1,6,0,0,0.0,0,4.0,1,Yes,82891.0,6907.0,4.0,3.0,4,3,3,3,No
1328,43,Male,Married,Finance,Financial Analyst,Master's,Human Resources,Travel_Rarely,1,1,7,7,3.0,5,6.0,0,Yes,99147.0,8262.0,3.0,1.0,3,4,1,3,Yes
1329,34,Male,Married,Finance,Finance Manager,Master's,Life Sciences,Travel_Frequently,7,2,7,2,0.0,2,1.0,2,Yes,99679.0,8306.0,2.0,4.0,3,2,3,4,No
1330,29,Male,Married,Operations,Operations Manager,PhD,Human Resources,Travel_Rarely,6,3,2,0,0.0,0,2.0,0,No,64169.0,5347.0,4.0,4.0,2,4,2,3,No
1331,34,Female,Single,Engineering,Software Engineer,Bachelor's,Technical Degree,Travel_Rarely,4,0,4,0,0.0,0,0.0,0,No,87834.0,7319.0,2.0,4.0,4,4,3,3,No
1332,36,Male,Single,IT Support,Network Engineer,PhD,Other,Travel_Rarely,2,2,6,0,0.0,0,5.0,1,Yes,87924.0,7327.0,3.0,4.0,3,3,3,3,Yes
1333,36,Male,Single,Marketing,Marketing Manager,Bachelor's,Other,Non-Travel,18,1,1,1,1.0,0,2.0,0,No,63369.0,5280.0,1.0,1.0,1,4,1,3,Yes
1334,38,Male,Divorced,Marketing,Marketing Analyst,High School,Life Sciences,Travel_Rarely,11,4,12,7,0.0,3,5.0,1,No,55649.0,4637.0,2.0,1.0,1,1,2,3,No
1335,38,Male,Married,Engineering,Senior Engineer,Bachelor's,Technical Degree,Travel_Frequently,1,5,7,3,3.0,3,0.0,0,Yes,82098.0,6841.0,3.0,4.0,3,3,2,4,No
1336,48,Male,Married,Sales,Account Manager,PhD,Marketing,Travel_Rarely,1,1,13,7,0.0,4,1.0,1,No,91181.0,7598.0,2.0,4.0,2,4,1,3,Yes
1337,33,Male,Married,Legal,Legal Executive,Associate,Life Sciences,Non-Travel,24,4,8,8,0.0,8,2.0,0,No,66135.0,5511.0,4.0,1.0,4,2,1,4,No
1338,37,Female,Married,IT Support,IT Technician,Bachelor's,Technical Degree,Travel_Frequently,20,1,0,0,0.0,0,2.0,0,No,59767.0,4980.0,1.0,2.0,1,4,4,3,Yes
1339,33,Male,Married,Sales,Sales Executive,Bachelor's,Marketing,Travel_Rarely,23,4,15,14,0.0,0,3.0,2,No,72886.0,6073.0,3.0,2.0,2,1,4,4,No
1340,42,Female,Married,Operations,Logistics Coordinator,Associate,Other,Non-Travel,30,3,11,5,0.0,3,2.0,1,No,60238.0,5019.0,2.0,1.0,2,4,4,3,No
1341,36,Female,Married,Legal,Legal Advisor,High School,Life Sciences,Non-Travel,1,1,5,1,1.0,1,1.0,1,Yes,72439.0,6036.0,1.0,2.0,4,2,2,4,Yes
1342,37,Male,Single,Sales,Sales Manager,Master's,Medical,Non-Travel,4,1,9,2,1.0,1,3.0,1,Yes,69764.0,5813.0,3.0,1.0,4,2,1,4,No
1343,47,Female,Single,Engineering,Senior Engineer,Bachelor's,Other,Travel_Frequently,9,3,15,8,1.0,6,1.0,2,Yes,105845.0,8820.0,2.0,3.0,2,1,2,3,Yes
1344,33,Male,Single,Operations,Operations Analyst,Bachelor's,Human Resources,Travel_Rarely,12,0,10,6,0.0,0,0.0,1,Yes,65343.0,5445.0,4.0,2.0,1,4,1,1,No
1345,25,Male,Single,Finance,Auditor,Master's,Technical Degree,Travel_Rarely,9,4,7,5,1.0,0,4.0,3,No,82735.0,6894.0,4.0,4.0,2,2,1,3,No
1346,50,Male,Single,Finance,Finance Manager,Bachelor's,Human Resources,Travel_Frequently,4,1,10,6,0.0,5,6.0,0,Yes,72624.0,6052.0,1.0,3.0,2,4,2,3,No
1347,34,Male,Single,Legal,Contracts Manager,Bachelor's,Other,Travel_Rarely,18,0,2,2,2.0,0,4.0,0,No,78458.0,6538.0,2.0,4.0,3,3,4,2,No
1348,22,Female,Married,Legal,Legal Advisor,Associate,Medical,Travel_Rarely,6,9,2,2,0.0,2,3.0,2,Yes,71566.0,5963.0,2.0,3.0,2,1,3,3,Yes
1349,42,Male,Divorced,Marketing,Marketing Analyst,Bachelor's,Technical Degree,Non-Travel,12,0,5,0,,0,2.0,3,Yes,62153.0,5179.0,4.0,2.0,4,3,2,3,Yes
1350,41,Female,Single,HR,HR Executive,Master's,Life Sciences,Travel_Frequently,32,4,7,4,0.0,1,6.0,2,No,70653.0,5887.0,4.0,4.0,2,3,2,4,No
1351,42,Female,Divorced,HR,HR Manager,Associate,Human Resources,Non-Travel,24,2,7,2,0.0,2,2.0,1,Yes,53959.0,4496.0,4.0,4.0,3,1,4,4,Yes
1352,42,Male,Divorced,HR,HR Executive,Bachelor's,Life Sciences,Travel_Rarely,25,3,5,2,1.0,0,4.0,2,Yes,61416.0,5118.0,1.0,4.0,4,4,1,3,No
1353,36,Male,Married,IT Support,Systems Analyst,Associate,Marketing,Non-Travel,8,5,17,14,3.0,0,1.0,2,No,75312.0,6276.0,4.0,3.0,2,4,1,4,No
1354,38,Male,Married,Operations,Logistics Coordinator,Master's,Life Sciences,Travel_Rarely,9,1,10,8,1.0,0,2.0,1,Yes,82000.0,6833.0,1.0,3.0,4,3,2,4,Yes
1355,25,Female,Married,Operations,Operations Manager,Associate,Marketing,Travel_Rarely,1,2,4,1,0.0,1,3.0,1,Yes,50076.0,4173.0,2.0,1.0,2,2,3,3,No
1356,43,Female,Single,Marketing,Marketing Manager,Bachelor's,Marketing,Non-Travel,1,7,6,5,0.0,2,4.0,2,No,65652.0,5471.0,3.0,4.0,4,1,4,4,No
1357,22,Male,Single,Operations,Operations Manager,Bachelor's,Technical Degree,Travel_Frequently,12,1,4,3,3.0,2,1.0,2,Yes,62072.0,5172.0,3.0,1.0,1,2,3,3,No
1358,37,Male,Married,Sales,Account Manager,Bachelor's,Other,Travel_Rarely,2,0,6,0,0.0,0,4.0,1,Yes,58823.0,4901.0,1.0,3.0,2,1,1,4,Yes
1359,40,Female,Married,Operations,Supply Chain Executive,Bachelor's,Other,Travel_Rarely,4,7,6,1,0.0,1,6.0,0,No,57469.0,4789.0,3.0,2.0,3,2,4,3,No
1360,39,Female,Single,Legal,Compliance Officer,Master's,Medical,Non-Travel,1,2,6,3,0.0,1,3.0,0,No,99311.0,8275.0,2.0,2.0,2,1,1,4,Yes
1361,39,Female,Married,Sales,Account Manager,PhD,Medical,Travel_Frequently,2,1,10,6,4.0,4,,0,No,85812.0,7151.0,3.0,1.0,1,4,4,4,No
1362,36,Male,Married,Operations,Supply Chain Executive,Bachelor's,Marketing,Travel_Rarely,1,0,9,6,1.0,4,2.0,0,No,61229.0,5102.0,4.0,3.0,1,4,1,3,No
1363,41,Male,Married,Marketing,Brand Executive,Bachelor's,Marketing,Non-Travel,6,4,3,1,0.0,1,5.0,3,No,56324.0,4693.0,2.0,3.0,2,1,1,3,No
1364,34,Male,Divorced,IT Support,Systems Analyst,Bachelor's,Human Resources,Travel_Rarely,1,0,3,1,0.0,1,2.0,3,No,62006.0,5167.0,,4.0,3,4,3,2,No
1365,42,Female,Married,Engineering,Senior Engineer,Master's,Technical Degree,Non-Travel,1,0,24,22,1.0,1,6.0,1,No,143857.0,11988.0,4.0,,2,1,2,3,No
1366,34,Female,Married,IT Support,IT Technician,High School,Other,Travel_Rarely,2,2,6,0,0.0,0,6.0,0,Yes,54964.0,4580.0,2.0,2.0,2,4,3,3,Yes
1367,48,Male,Single,Legal,Contracts Manager,Bachelor's,Life Sciences,Travel_Frequently,16,3,2,1,1.0,1,1.0,0,No,63081.0,5256.0,4.0,1.0,3,4,2,3,No
1368,24,Female,Married,Legal,Legal Advisor,Bachelor's,Marketing,Travel_Frequently,27,2,1,1,0.0,1,2.0,1,Yes,67067.0,5588.0,4.0,1.0,3,1,3,3,No
1369,53,Female,Married,Operations,Operations Analyst,Associate,Marketing,Travel_Frequently,21,4,4,3,3.0,0,0.0,1,Yes,48462.0,4038.0,1.0,3.0,3,1,2,4,Yes
1370,22,Female,Single,Operations,Supply Chain Executive,Master's,Other,Travel_Rarely,2,2,4,2,2.0,1,6.0,1,No,65951.0,5495.0,3.0,1.0,3,2,1,3,No
1371,31,Male,Married,HR,HR Executive,Bachelor's,Human Resources,Travel_Rarely,19,1,11,8,2.0,1,3.0,0,No,57440.0,4786.0,1.0,4.0,4,1,1,4,No
1372,26,Female,Single,HR,Training Specialist,Master's,Human Resources,Travel_Rarely,13,2,2,0,0.0,0,0.0,1,Yes,63993.0,5332.0,1.0,2.0,2,2,2,3,Yes
1373,22,Female,Single,Engineering,Software Engineer,High School,Technical Degree,Non-Travel,8,0,4,2,1.0,2,6.0,0,No,63968.0,5330.0,1.0,4.0,1,3,1,3,Yes
1374,38,Male,Single,Marketing,Marketing Manager,Bachelor's,Marketing,Travel_Frequently,3,0,2,2,2.0,0,6.0,1,Yes,57322.0,4776.0,3.0,3.0,3,2,2,3,Yes
1375,46,Male,Divorced,Marketing,Marketing Manager,PhD,Medical,Non-Travel,2,0,14,8,2.0,6,6.0,0,Yes,120078.0,10006.0,2.0,4.0,3,2,4,4,No
1376,43,Male,Married,Marketing,Marketing Manager,Bachelor's,Marketing,Travel_Rarely,12,1,7,0,,0,2.0,1,Yes,78062.0,6505.0,4.0,3.0,3,1,1,3,No
1377,51,Female,Single,Legal,Compliance Officer,Bachelor's,Marketing,Non-Travel,6,0,6,0,0.0,0,4.0,1,No,74921.0,6243.0,4.0,3.0,2,1,4,4,Yes
1378,44,Male,Married,HR,Training Specialist,Bachelor's,Human Resources,Travel_Frequently,11,3,9,4,0.0,2,3.0,0,No,55211.0,4600.0,2.0,1.0,3,2,3,3,No
1379,36,Female,Married,Legal,Legal Executive,Master's,Human Resources,Travel_Frequently,1,0,6,3,3.0,1,3.0,0,Yes,86718.0,7226.0,4.0,3.0,4,4,4,3,No
1380,27,Male,Single,Legal,Compliance Officer,Master's,Medical,Non-Travel,2,4,9,7,2.0,3,2.0,1,No,114065.0,9505.0,1.0,4.0,1,2,4,3,Yes
1381,30,Female,Married,Engineering,DevOps Engineer,Master's,Medical,Travel_Rarely,10,1,4,1,0.0,0,3.0,0,Yes,102587.0,8548.0,3.0,3.0,1,1,4,4,Yes
1382,26,Female,Divorced,Legal,Legal Advisor,High School,Human Resources,Non-Travel,11,1,3,3,1.0,0,3.0,1,No,65368.0,5447.0,4.0,2.0,3,4,4,4,No
1383,35,Male,Married,Legal,Contracts Manager,Bachelor's,Medical,Travel_Rarely,7,1,3,1,1.0,1,6.0,0,Yes,76024.0,6335.0,4.0,3.0,3,3,1,2,No
1384,40,Female,Divorced,Sales,Account Manager,Bachelor's,Technical Degree,Travel_Rarely,7,1,8,1,1.0,0,0.0,2,No,68016.0,5668.0,1.0,2.0,2,2,3,3,Yes
1385,31,Female,Married,HR,HR Executive,Bachelor's,Life Sciences,Travel_Rarely,3,6,8,1,1.0,1,3.0,0,No,50185.0,4182.0,4.0,3.0,1,4,1,4,Yes
1386,28,Female,Married,Legal,Legal Advisor,Master's,Medical,Travel_Frequently,1,1,10,8,5.0,0,6.0,0,No,110481.0,9206.0,3.0,2.0,3,3,4,3,No
1387,26,Female,Married,Marketing,Content Strategist,Bachelor's,Marketing,Travel_Rarely,8,0,1,1,1.0,1,3.0,0,No,66191.0,5515.0,1.0,1.0,3,3,1,3,No
1388,26,Female,Single,Finance,Finance Manager,Bachelor's,Human Resources,Travel_Rarely,1,1,2,1,1.0,1,5.0,3,No,67811.0,5650.0,4.0,2.0,1,2,4,3,No
1389,37,Female,Single,IT Support,IT Technician,Bachelor's,Marketing,Non-Travel,8,9,11,5,0.0,4,2.0,2,No,76126.0,6343.0,,4.0,4,3,1,3,No
1390,40,Male,Single,Finance,Accountant,Bachelor's,Life Sciences,Non-Travel,6,0,7,1,1.0,1,1.0,0,Yes,69533.0,5794.0,3.0,4.0,4,4,4,3,Yes
1391,49,Female,Married,Finance,Accountant,Master's,Life Sciences,Non-Travel,8,1,5,5,0.0,2,0.0,0,No,80069.0,6672.0,1.0,3.0,3,1,4,4,No
1392,30,Male,Married,HR,HR Manager,Associate,Other,Travel_Frequently,8,0,7,6,0.0,3,6.0,1,No,57894.0,4824.0,3.0,4.0,1,2,1,4,No
1393,31,Male,Single,Marketing,Brand Executive,Bachelor's,Life Sciences,Non-Travel,10,1,7,4,0.0,2,4.0,1,Yes,71045.0,,4.0,3.0,1,4,3,4,No
1394,33,Female,Married,Finance,Accountant,Bachelor's,Other,Non-Travel,2,2,3,3,2.0,2,2.0,3,No,68997.0,5749.0,1.0,1.0,2,3,4,3,No
1395,34,Female,Single,Marketing,Brand Executive,Bachelor's,Technical Degree,Travel_Frequently,4,6,4,3,1.0,0,6.0,1,No,66240.0,5520.0,2.0,3.0,2,2,4,3,No
1396,38,Female,Married,Finance,Financial Analyst,Master's,Technical Degree,Travel_Frequently,1,2,5,3,3.0,1,4.0,1,No,101158.0,8429.0,3.0,4.0,1,2,3,3,No
1397,35,Male,Married,Operations,Logistics Coordinator,Master's,Life Sciences,Travel_Rarely,15,1,2,0,0.0,0,1.0,0,Yes,69828.0,5819.0,2.0,1.0,4,2,3,3,No
1398,34,Female,Married,HR,Training Specialist,Master's,Marketing,Travel_Rarely,2,3,4,2,1.0,2,3.0,2,No,65977.0,5498.0,3.0,2.0,3,3,2,3,No
1399,39,Male,Divorced,Marketing,Marketing Analyst,PhD,Human Resources,Travel_Frequently,21,1,6,0,0.0,0,1.0,0,No,81534.0,6794.0,2.0,3.0,2,1,4,3,Yes
1400,41,Female,Married,Engineering,Software Engineer,Master's,Technical Degree,Travel_Rarely,27,4,7,2,2.0,2,3.0,2,No,88763.0,7396.0,2.0,2.0,2,3,3,4,No
1401,40,Male,Single,Finance,Accountant,Bachelor's,Technical Degree,Travel_Frequently,2,9,16,12,3.0,1,6.0,0,No,95588.0,7965.0,2.0,4.0,2,3,4,3,No
1402,40,Female,Single,Marketing,Brand Executive,Master's,Other,Travel_Rarely,6,0,6,1,1.0,1,6.0,1,No,82067.0,6838.0,1.0,3.0,2,4,3,4,No
1403,43,Female,Single,Sales,Sales Executive,Bachelor's,Human Resources,Travel_Rarely,9,4,11,4,3.0,1,2.0,2,No,73733.0,6144.0,3.0,2.0,1,2,3,3,Yes
1404,33,Female,Single,Operations,Logistics Coordinator,Associate,Life Sciences,Non-Travel,15,0,4,3,2.0,3,2.0,1,No,43025.0,3585.0,3.0,3.0,4,3,3,3,No
1405,32,Male,Married,HR,Recruiter,Master's,Technical Degree,Travel_Frequently,2,0,8,1,1.0,1,2.0,0,Yes,59339.0,4944.0,4.0,1.0,2,2,1,3,No
1406,35,Female,Married,Engineering,DevOps Engineer,High School,Marketing,Non-Travel,1,0,10,5,2.0,0,1.0,1,Yes,64645.0,,2.0,1.0,3,1,2,4,No
1407,40,Male,Married,Marketing,Marketing Analyst,Bachelor's,Human Resources,Non-Travel,1,6,13,9,3.0,1,3.0,0,No,83901.0,6991.0,4.0,1.0,3,1,3,4,No
1408,26,Female,Married,Engineering,Tech Lead,Bachelor's,Life Sciences,Travel_Rarely,15,3,3,2,1.0,1,2.0,3,No,74004.0,6167.0,4.0,3.0,1,3,1,3,No
1409,40,Female,Single,HR,HR Manager,Master's,Other,Non-Travel,2,0,16,13,2.0,1,6.0,0,No,75112.0,6259.0,1.0,4.0,1,4,3,3,Yes
1410,33,Female,Married,Marketing,Marketing Manager,Bachelor's,Technical Degree,Travel_Frequently,17,2,15,10,1.0,2,5.0,1,No,72425.0,6035.0,2.0,1.0,3,4,4,4,No
1411,37,Female,Divorced,Engineering,Tech Lead,Bachelor's,Technical Degree,Travel_Rarely,4,3,6,6,0.0,1,0.0,1,No,81786.0,6815.0,4.0,1.0,4,3,2,3,No
1412,37,Male,Single,Marketing,Marketing Manager,PhD,Human Resources,Travel_Rarely,11,3,9,2,0.0,0,2.0,1,No,84608.0,7050.0,4.0,3.0,2,2,3,4,No
1413,24,Male,Married,Sales,Sales Executive,Bachelor's,Technical Degree,Travel_Rarely,1,2,0,0,0.0,0,1.0,2,No,57953.0,4829.0,3.0,3.0,3,1,1,3,No
1414,36,Female,Single,Sales,Sales Executive,Bachelor's,Other,Travel_Rarely,1,1,4,3,1.0,2,4.0,0,No,52830.0,4402.0,4.0,3.0,3,2,2,3,No
1415,29,Male,Single,IT Support,IT Technician,High School,Life Sciences,Travel_Rarely,18,2,11,14,9.0,1,1.0,0,Yes,60372.0,5031.0,4.0,4.0,3,3,4,4,Yes
1416,29,Female,Married,Sales,Sales Manager,Master's,Medical,Travel_Rarely,18,2,3,2,0.0,2,0.0,0,No,65308.0,5442.0,4.0,2.0,1,3,4,3,Yes
1417,26,Male,Single,Legal,Contracts Manager,Bachelor's,Technical Degree,Travel_Rarely,6,0,8,4,4.0,1,3.0,2,No,96106.0,8008.0,4.0,1.0,3,1,1,3,No
1418,36,Female,Single,Finance,Financial Analyst,Bachelor's,Technical Degree,Non-Travel,1,3,8,6,0.0,2,3.0,0,No,79623.0,6635.0,1.0,4.0,3,1,3,4,No
1419,35,Male,Single,Operations,Logistics Coordinator,Master's,Life Sciences,Non-Travel,11,2,7,3,0.0,3,5.0,1,No,78570.0,6547.0,3.0,4.0,2,2,3,4,Yes
1420,29,Female,Married,Finance,Auditor,PhD,Other,Travel_Rarely,3,3,10,6,3.0,5,4.0,1,Yes,118467.0,9872.0,,2.0,3,1,4,3,No
1421,24,Male,Divorced,Legal,Legal Executive,Bachelor's,Human Resources,Travel_Rarely,9,0,6,8,1.0,0,0.0,1,No,78320.0,,3.0,3.0,2,2,1,4,Yes
1422,34,Female,Married,Marketing,Brand Executive,Bachelor's,Marketing,Travel_Rarely,7,8,2,1,0.0,1,6.0,0,No,58879.0,,3.0,2.0,1,1,4,4,Yes
1423,37,Male,Divorced,Engineering,Software Engineer,Bachelor's,Medical,Travel_Frequently,25,0,1,0,0.0,0,6.0,0,No,67856.0,5654.0,,3.0,4,4,1,3,No
1424,30,Male,Married,Legal,Contracts Manager,Master's,Life Sciences,Travel_Rarely,4,1,4,2,0.0,1,5.0,1,No,80444.0,6703.0,3.0,2.0,1,3,3,4,Yes
1425,44,Female,Divorced,IT Support,Systems Analyst,Associate,Technical Degree,Travel_Frequently,4,2,7,5,1.0,5,0.0,0,No,64135.0,5344.0,3.0,1.0,4,2,1,4,No
1426,47,Male,Divorced,HR,Training Specialist,Associate,Life Sciences,Non-Travel,7,3,7,0,0.0,0,2.0,3,Yes,54818.0,4568.0,3.0,4.0,4,3,3,4,No
1427,42,Female,Married,HR,Training Specialist,Bachelor's,Medical,Travel_Frequently,4,2,3,3,0.0,0,5.0,1,No,54900.0,4575.0,4.0,2.0,3,1,1,3,Yes
1428,41,Female,Married,Finance,Accountant,Associate,Human Resources,Travel_Rarely,8,2,6,1,1.0,1,3.0,3,No,75842.0,6320.0,2.0,1.0,1,3,2,4,Yes
1429,37,Female,Single,Sales,Account Manager,Bachelor's,Human Resources,Travel_Rarely,4,2,5,4,0.0,1,,3,Yes,62234.0,5186.0,1.0,4.0,3,1,4,3,Yes
1430,44,Male,Married,Marketing,Content Strategist,Bachelor's,Other,Travel_Rarely,6,0,4,0,0.0,0,,2,Yes,71606.0,5967.0,2.0,1.0,3,2,3,3,Yes
1431,38,Male,Married,Sales,Sales Representative,Master's,Technical Degree,Travel_Rarely,7,1,3,2,1.0,2,3.0,1,No,65693.0,5474.0,4.0,4.0,3,4,4,4,No
1432,31,Female,Single,HR,HR Manager,Bachelor's,Technical Degree,Travel_Rarely,1,2,6,4,2.0,1,2.0,3,No,51383.0,4281.0,1.0,2.0,4,4,1,4,Yes
1433,40,Female,Single,IT Support,IT Technician,Associate,Human Resources,Non-Travel,36,3,7,1,1.0,1,1.0,2,No,57491.0,4790.0,3.0,3.0,3,3,3,3,Yes
1434,23,Female,Single,Finance,Finance Manager,Bachelor's,Other,Travel_Rarely,2,0,5,6,1.0,1,6.0,0,No,65739.0,5478.0,1.0,1.0,4,4,3,3,No
1435,33,Female,Married,HR,HR Manager,Bachelor's,Technical Degree,Non-Travel,2,1,10,3,3.0,3,0.0,3,No,58721.0,4893.0,3.0,1.0,4,4,2,4,No
1436,40,Male,Married,Finance,Financial Analyst,Master's,Other,Travel_Rarely,2,2,11,5,5.0,5,6.0,1,No,114804.0,9567.0,3.0,1.0,1,2,1,4,No
1437,42,Male,Single,Engineering,Senior Engineer,PhD,Marketing,Travel_Rarely,3,8,12,8,,2,2.0,1,No,123336.0,10278.0,4.0,1.0,3,4,1,3,No
1438,41,Male,Married,Operations,Logistics Coordinator,Bachelor's,Life Sciences,Non-Travel,9,0,14,10,3.0,2,0.0,1,No,63708.0,5309.0,2.0,3.0,1,2,3,4,No
1439,48,Female,Single,Sales,Sales Executive,Bachelor's,Life Sciences,Travel_Frequently,4,1,6,0,0.0,0,,1,No,67665.0,5638.0,3.0,4.0,1,1,2,3,No
1440,41,Female,Married,IT Support,IT Technician,Bachelor's,Marketing,Non-Travel,11,1,5,2,2.0,2,0.0,0,No,60803.0,5066.0,1.0,4.0,2,1,3,3,Yes
1441,40,Male,Married,HR,Recruiter,Bachelor's,Technical Degree,Travel_Rarely,5,1,16,11,1.0,2,0.0,0,No,69882.0,5823.0,2.0,3.0,2,2,4,4,No
1442,23,Female,Married,Finance,Accountant,High School,Technical Degree,Travel_Frequently,1,1,5,3,3.0,3,0.0,0,No,62910.0,5242.0,4.0,3.0,2,3,1,3,No
